ProductID,ProductName,ProductStock,Price,Discount,Category_CategoryID
FUR-CH-10000595,"Poly Envelopes",35,190.72,30,2
FUR-CH-10000665,"Poly Envelopes",0,0.00,0,2
FUR-CH-10000749,"Matte Paper",16,579.14,15,2
FUR-CH-10000785,"Poly Envelopes",45,144.78,30,2
FUR-CH-10000847,"Matte Paper",24,290.98,15,2
FUR-CH-10000863,"Poly Envelopes",33,105.69,30,2
FUR-CH-10000988,"Erasable Pen",57,112.65,30,2
FUR-CH-10001146,"Thermal Binder",0,0.00,0,2
FUR-CH-10001190,"Compact Stapler",12,217.58,15,2
FUR-CH-10001215,"Graphing Notebook",40,701.37,15,2
FUR-CH-10001270,"Graphing Notebook",42,172.50,30,2
FUR-CH-10001394,"Graphing Notebook",28,280.79,15,2
FUR-CH-10001482,"Desk Organizer",26,117.88,30,2
FUR-CH-10001545,"Desk Organizer",24,102.58,30,2
FUR-CH-10001708,"Graphing Notebook",38,197.37,30,2
FUR-CH-10001714,"Matte Paper",0,0.00,0,2
FUR-CH-10001797,"Thermal Binder",0,0.00,0,2
FUR-CH-10001802,"Desk Organizer",12,254.06,15,2
FUR-CH-10001854,"Thermal Binder",37,350.98,15,2
FUR-CH-10001891,"Graphing Notebook",22,172.76,30,2
FUR-CH-10001973,"Erasable Pen",28,110.98,30,2
FUR-CH-10002017,"Desk Organizer",15,26.64,10,2
FUR-CH-10002024,"Compact Stapler",50,981.37,15,2
FUR-CH-10002044,"Poly Envelopes",0,0.00,0,2
FUR-CH-10002073,"Thermal Binder",29,423.65,15,2
FUR-CH-10002084,"Desk Organizer",30,368.97,15,2
FUR-CH-10002126,"Graphing Notebook",18,195.18,30,2
FUR-CH-10002304,"Compact Stapler",0,0.00,0,2
FUR-CH-10002317,"Matte Paper",2,207.18,15,2
FUR-CH-10002320,"Erasable Pen",29,256.78,15,2
FUR-CH-10002331,"Matte Paper",31,569.57,15,2
FUR-CH-10002335,"Matte Paper",38,408.01,15,2
FUR-CH-10002372,"Thermal Binder",25,56.69,20,2
FUR-CH-10002439,"Thermal Binder",0,0.00,0,2
FUR-CH-10002602,"Thermal Binder",48,135.88,30,2
FUR-CH-10002647,"Erasable Pen",0,0.00,0,2
FUR-CH-10002758,"Compact Stapler",0,0.00,0,2
FUR-CH-10002774,"Desk Organizer",0,0.00,0,2
FUR-CH-10002780,"Thermal Binder",10,163.76,30,2
FUR-CH-10002880,"Compact Stapler",0,0.00,0,2
FUR-CH-10002961,"Matte Paper",0,0.00,0,2
FUR-CH-10002965,"Compact Stapler",0,0.00,0,2
FUR-CH-10003061,"Matte Paper",0,0.00,0,2
FUR-CH-10003199,"Erasable Pen",26,155.37,30,2
FUR-CH-10003298,"Thermal Binder",0,0.00,0,2
FUR-CH-10003312,"Poly Envelopes",31,449.57,15,2
FUR-CH-10003379,"Thermal Binder",40,398.97,15,2
FUR-CH-10003396,"Erasable Pen",33,61.58,20,2
FUR-CH-10003535,"Desk Organizer",0,0.00,0,2
FUR-CH-10003606,"Poly Envelopes",8,89.77,20,2
FUR-CH-10003746,"Poly Envelopes",28,449.37,15,2
FUR-CH-10003761,"Compact Stapler",10,183.37,30,2
FUR-CH-10003774,"Matte Paper",0,0.00,0,2
FUR-CH-10003817,"Poly Envelopes",0,0.00,0,2
FUR-CH-10003833,"Poly Envelopes",45,97.57,20,2
FUR-CH-10003846,"Matte Paper",16,161.57,30,2
FUR-CH-10003956,"Erasable Pen",19,70.98,20,2
FUR-CH-10003968,"Thermal Binder",29,127.76,30,2
FUR-CH-10003973,"Desk Organizer",36,520.46,15,2
FUR-CH-10003981,"Poly Envelopes",31,179.89,30,2
FUR-CH-10004063,"Thermal Binder",39,457.57,15,2
FUR-CH-10004086,"Thermal Binder",43,408.42,15,2
FUR-CH-10004218,"Erasable Pen",0,0.00,0,2
FUR-CH-10004287,"Matte Paper",65,220.96,15,2
FUR-CH-10004289,"Desk Organizer",36,153.57,30,2
FUR-CH-10004477,"Erasable Pen",0,0.00,0,2
FUR-CH-10004495,"Desk Organizer",0,0.00,0,2
FUR-CH-10004540,"Poly Envelopes",38,47.99,10,2
FUR-CH-10004626,"Graphing Notebook",26,90.80,20,2
FUR-CH-10004675,"Erasable Pen",0,0.00,0,2
FUR-CH-10004698,"Thermal Binder",0,0.00,0,2
FUR-CH-10004754,"Compact Stapler",0,0.00,0,2
FUR-CH-10004853,"Graphing Notebook",0,0.00,0,2
FUR-CH-10004860,"Poly Envelopes",28,70.69,20,2
FUR-CH-10004875,"Matte Paper",31,113.89,30,2
FUR-CH-10004886,"Thermal Binder",31,230.28,15,2
FUR-CH-10004983,"Compact Stapler",35,434.65,15,2
FUR-CH-10004997,"Graphing Notebook",48,451.15,15,2
FUR-FU-10000010,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10000023,"Versatile Product Basic",56,4.71,0,6
FUR-FU-10000073,"Versatile Product Basic",22,24.64,10,6
FUR-FU-10000076,"Versatile Product Basic",35,19.98,10,6
FUR-FU-10000087,"Versatile Product Basic",19,18.18,10,6
FUR-FU-10000175,"Versatile Product Basic",19,10.98,10,6
FUR-FU-10000193,"Versatile Product Basic",26,25.98,10,6
FUR-FU-10000206,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10000221,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10000222,"Versatile Product Basic",25,64.96,20,6
FUR-FU-10000246,"Versatile Product Basic",29,12.22,10,6
FUR-FU-10000260,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10000277,"Versatile Product Basic",24,84.27,20,6
FUR-FU-10000293,"Versatile Product Basic",17,168.46,30,6
FUR-FU-10000305,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10000308,"Versatile Product Basic",34,124.36,30,6
FUR-FU-10000320,"Versatile Product Basic",39,5.34,0,6
FUR-FU-10000397,"Versatile Product Basic",22,39.88,10,6
FUR-FU-10000409,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10000448,"Versatile Product Basic",13,31.96,10,6
FUR-FU-10000521,"Versatile Product Basic",16,58.68,20,6
FUR-FU-10000550,"Versatile Product Basic",25,3.98,0,6
FUR-FU-10000576,"Versatile Product Basic",30,335.74,15,6
FUR-FU-10000629,"Versatile Product Basic",42,11.03,10,6
FUR-FU-10000672,"Versatile Product Basic",29,35.28,10,6
FUR-FU-10000719,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10000723,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10000732,"Versatile Product Basic",29,12.56,10,6
FUR-FU-10000747,"Versatile Product Basic",30,45.98,10,6
FUR-FU-10000755,"Versatile Product Basic",18,24.96,10,6
FUR-FU-10000758,"Versatile Product Basic",30,31.78,10,6
FUR-FU-10000771,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10000794,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10000820,"Versatile Product Basic",12,13.59,10,6
FUR-FU-10000965,"Versatile Product Basic",31,41.55,10,6
FUR-FU-10001025,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10001037,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10001057,"Versatile Product Basic",22,31.98,10,6
FUR-FU-10001085,"Versatile Product Basic",17,22.38,10,6
FUR-FU-10001095,"Versatile Product Basic",31,21.18,10,6
FUR-FU-10001185,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10001196,"Versatile Product Basic",34,11.54,10,6
FUR-FU-10001215,"Versatile Product Basic",22,34.50,10,6
FUR-FU-10001290,"Versatile Product Basic",28,67.36,20,6
FUR-FU-10001379,"Versatile Product Basic",5,26.72,10,6
FUR-FU-10001424,"Versatile Product Basic",17,6.98,0,6
FUR-FU-10001468,"Versatile Product Basic",33,273.57,15,6
FUR-FU-10001473,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10001475,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10001487,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10001488,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10001546,"Versatile Product Basic",18,8.54,0,6
FUR-FU-10001588,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10001591,"Versatile Product Basic",30,19.52,10,6
FUR-FU-10001602,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10001617,"Versatile Product Basic",9,24.96,10,6
FUR-FU-10001706,"Versatile Product Basic",54,4.93,0,6
FUR-FU-10001731,"Versatile Product Basic",46,4.27,0,6
FUR-FU-10001756,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10001847,"Versatile Product Basic",15,3.31,0,6
FUR-FU-10001852,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10001861,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10001867,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10001876,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10001889,"Versatile Product Basic",35,25.25,10,6
FUR-FU-10001918,"Versatile Product Basic",37,1.89,0,6
FUR-FU-10001934,"Versatile Product Basic",15,41.96,10,6
FUR-FU-10001935,"Versatile Product Basic",40,2.96,0,6
FUR-FU-10001940,"Versatile Product Basic",45,6.37,0,6
FUR-FU-10001967,"Versatile Product Basic",12,8.00,0,6
FUR-FU-10001979,"Versatile Product Basic",37,32.78,10,6
FUR-FU-10001986,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10002030,"Versatile Product Basic",10,44.46,10,6
FUR-FU-10002045,"Versatile Product Basic",22,22.23,10,6
FUR-FU-10002088,"Versatile Product Basic",100,10.78,10,6
FUR-FU-10002107,"Versatile Product Basic",25,5.35,0,6
FUR-FU-10002111,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10002116,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10002157,"Versatile Product Basic",12,47.04,10,6
FUR-FU-10002191,"Versatile Product Basic",13,5.58,0,6
FUR-FU-10002240,"Versatile Product Basic",10,7.88,0,6
FUR-FU-10002253,"Versatile Product Basic",35,68.70,20,6
FUR-FU-10002268,"Versatile Product Basic",38,9.82,0,6
FUR-FU-10002298,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10002364,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10002379,"Versatile Product Basic",10,124.41,30,6
FUR-FU-10002396,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10002445,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10002456,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10002501,"Versatile Product Basic",46,30.34,10,6
FUR-FU-10002505,"Versatile Product Basic",24,4.04,0,6
FUR-FU-10002506,"Versatile Product Basic",10,12.99,10,6
FUR-FU-10002508,"Versatile Product Basic",8,20.02,10,6
FUR-FU-10002553,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10002554,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10002597,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10002671,"Versatile Product Basic",16,13.40,10,6
FUR-FU-10002685,"Versatile Product Basic",4,18.70,10,6
FUR-FU-10002703,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10002759,"Versatile Product Basic",45,23.98,10,6
FUR-FU-10002813,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10002874,"Versatile Product Basic",3,63.82,20,6
FUR-FU-10002878,"Versatile Product Basic",100,22.78,10,6
FUR-FU-10002885,"Versatile Product Basic",25,7.71,0,6
FUR-FU-10002918,"Versatile Product Basic",24,181.96,30,6
FUR-FU-10002937,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10002960,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10002963,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10003026,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10003039,"Versatile Product Basic",100,34.50,10,6
FUR-FU-10003095,"Versatile Product Basic",4,101.94,30,6
FUR-FU-10003096,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10003142,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10003192,"Versatile Product Basic",24,177.68,30,6
FUR-FU-10003194,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10003247,"Versatile Product Basic",28,16.78,10,6
FUR-FU-10003268,"Versatile Product Basic",26,31.98,10,6
FUR-FU-10003274,"Versatile Product Basic",28,4.22,0,6
FUR-FU-10003347,"Versatile Product Basic",28,28.40,10,6
FUR-FU-10003374,"Versatile Product Basic",13,148.02,30,6
FUR-FU-10003394,"Versatile Product Basic",34,55.97,20,6
FUR-FU-10003424,"Versatile Product Basic",19,25.63,10,6
FUR-FU-10003464,"Versatile Product Basic",13,40.56,10,6
FUR-FU-10003489,"Versatile Product Basic",8,10.33,10,6
FUR-FU-10003535,"Versatile Product Basic",28,21.94,10,6
FUR-FU-10003553,"Versatile Product Basic",22,82.52,20,6
FUR-FU-10003577,"Versatile Product Basic",24,43.02,10,6
FUR-FU-10003601,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10003623,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10003664,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10003691,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10003708,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10003724,"Versatile Product Basic",50,6.70,0,6
FUR-FU-10003731,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10003773,"Versatile Product Basic",26,159.04,30,6
FUR-FU-10003798,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10003799,"Versatile Product Basic",26,14.22,10,6
FUR-FU-10003806,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10003829,"Versatile Product Basic",30,4.93,0,6
FUR-FU-10003832,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10003849,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10003878,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10003919,"Versatile Product Basic",8,32.71,10,6
FUR-FU-10003930,"Versatile Product Basic",17,94.43,20,6
FUR-FU-10003975,"Versatile Product Basic",16,43.31,10,6
FUR-FU-10003976,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10003981,"Versatile Product Basic",19,4.16,0,6
FUR-FU-10004006,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10004017,"Versatile Product Basic",28,76.14,20,6
FUR-FU-10004018,"Versatile Product Basic",46,14.89,10,6
FUR-FU-10004020,"Versatile Product Basic",26,5.47,0,6
FUR-FU-10004053,"Versatile Product Basic",16,16.19,10,6
FUR-FU-10004071,"Versatile Product Basic",16,104.01,30,6
FUR-FU-10004090,"Versatile Product Basic",22,22.23,10,6
FUR-FU-10004091,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10004093,"Versatile Product Basic",10,54.77,20,6
FUR-FU-10004164,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10004188,"Versatile Product Basic",16,102.30,30,6
FUR-FU-10004245,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10004270,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10004306,"Versatile Product Basic",22,77.72,20,6
FUR-FU-10004351,"Versatile Product Basic",31,11.69,10,6
FUR-FU-10004415,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10004460,"Versatile Product Basic",17,196.45,30,6
FUR-FU-10004586,"Versatile Product Basic",19,5.31,0,6
FUR-FU-10004587,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10004597,"Versatile Product Basic",10,22.20,10,6
FUR-FU-10004622,"Versatile Product Basic",12,108.40,30,6
FUR-FU-10004665,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10004666,"Versatile Product Basic",12,17.50,10,6
FUR-FU-10004671,"Versatile Product Basic",17,14.14,10,6
FUR-FU-10004712,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10004748,"Versatile Product Basic",15,63.94,20,6
FUR-FU-10004845,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10004848,"Versatile Product Basic",54,19.54,10,6
FUR-FU-10004864,"Versatile Product Basic",56,9.66,0,6
FUR-FU-10004904,"Versatile Product Basic",25,151.96,30,6
FUR-FU-10004909,"Versatile Product Basic",24,6.46,0,6
FUR-FU-10004952,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10004960,"Versatile Product Basic",22,91.92,20,6
FUR-FU-10004963,"Versatile Product Basic",0,0.00,0,6
FUR-FU-10004973,"Versatile Product Basic",59,22.61,10,6
FUR-TA-10000198,"Versatile Product Basic",35,330.59,15,4
FUR-TA-10000577,"Versatile Product Basic",38,191.52,30,4
FUR-TA-10000617,"Versatile Product Basic",0,0.00,0,4
FUR-TA-10000688,"Versatile Product Basic",0,0.00,0,4
FUR-TA-10000849,"Versatile Product Basic",16,145.98,30,4
FUR-TA-10001039,"Versatile Product Basic",55,85.98,20,4
FUR-TA-10001086,"Versatile Product Basic",0,0.00,0,4
FUR-TA-10001095,"Versatile Product Basic",73,209.15,15,4
FUR-TA-10001307,"Versatile Product Basic",0,0.00,0,4
FUR-TA-10001520,"Versatile Product Basic",0,0.00,0,4
FUR-TA-10001539,"Versatile Product Basic",37,142.18,30,4
FUR-TA-10001676,"Versatile Product Basic",29,35.54,10,4
FUR-TA-10001691,"Versatile Product Basic",0,0.00,0,4
FUR-TA-10001705,"Versatile Product Basic",25,233.86,15,4
FUR-TA-10001768,"Versatile Product Basic",29,210.01,15,4
FUR-TA-10001771,"Versatile Product Basic",0,0.00,0,4
FUR-TA-10001857,"Versatile Product Basic",13,174.06,30,4
FUR-TA-10001866,"Versatile Product Basic",5,143.43,30,4
FUR-TA-10001889,"Versatile Product Basic",42,254.53,15,4
FUR-TA-10001932,"Versatile Product Basic",29,384.77,15,4
FUR-TA-10001950,"Versatile Product Basic",25,892.98,15,4
FUR-TA-10002041,"Versatile Product Basic",0,0.00,0,4
FUR-TA-10002228,"Versatile Product Basic",0,0.00,0,4
FUR-TA-10002356,"Versatile Product Basic",18,262.11,15,4
FUR-TA-10002530,"Versatile Product Basic",33,211.37,15,4
FUR-TA-10002533,"Versatile Product Basic",34,219.08,15,4
FUR-TA-10002607,"Versatile Product Basic",51,35.45,10,4
FUR-TA-10002622,"Versatile Product Basic",0,0.00,0,4
FUR-TA-10002645,"Versatile Product Basic",26,136.53,30,4
FUR-TA-10002774,"Versatile Product Basic",24,369.91,15,4
FUR-TA-10002855,"Versatile Product Basic",25,102.44,30,4
FUR-TA-10002903,"Versatile Product Basic",31,181.80,30,4
FUR-TA-10002958,"Versatile Product Basic",0,0.00,0,4
FUR-TA-10003008,"Versatile Product Basic",0,0.00,0,4
FUR-TA-10003238,"Versatile Product Basic",13,275.49,15,4
FUR-TA-10003392,"Versatile Product Basic",17,337.18,15,4
FUR-TA-10003469,"Versatile Product Basic",15,69.38,20,4
FUR-TA-10003473,"Versatile Product Basic",52,300.90,15,4
FUR-TA-10003569,"Versatile Product Basic",28,481.18,15,4
FUR-TA-10003715,"Versatile Product Basic",24,376.87,15,4
FUR-TA-10003748,"Versatile Product Basic",51,99.59,20,4
FUR-TA-10003837,"Versatile Product Basic",6,24.37,10,4
FUR-TA-10003954,"Versatile Product Basic",38,710.83,15,4
FUR-TA-10004086,"Versatile Product Basic",35,51.59,20,4
FUR-TA-10004147,"Versatile Product Basic",16,67.18,20,4
FUR-TA-10004152,"Versatile Product Basic",19,70.56,20,4
FUR-TA-10004154,"Versatile Product Basic",0,0.00,0,4
FUR-TA-10004175,"Versatile Product Basic",8,272.85,15,4
FUR-TA-10004256,"Versatile Product Basic",22,626.10,15,4
FUR-TA-10004289,"Versatile Product Basic",18,218.75,15,4
FUR-TA-10004442,"Versatile Product Basic",6,172.11,30,4
FUR-TA-10004534,"Versatile Product Basic",26,370.62,15,4
FUR-TA-10004575,"Versatile Product Basic",34,523.76,15,4
FUR-TA-10004607,"Versatile Product Basic",24,73.92,20,4
FUR-TA-10004619,"Versatile Product Basic",38,446.07,15,4
FUR-TA-10004767,"Versatile Product Basic",15,70.98,20,4
FUR-TA-10004915,"Versatile Product Basic",0,0.00,0,4
OFF-AP-10000026,"Versatile Product Basic",35,73.16,20,10
OFF-AP-10000027,"Versatile Product Basic",17,5.43,0,10
OFF-AP-10000055,"Versatile Product Basic",22,12.99,10,10
OFF-AP-10000124,"Versatile Product Basic",9,4.99,0,10
OFF-AP-10000159,"Versatile Product Basic",18,34.38,10,10
OFF-AP-10000179,"Versatile Product Basic",15,370.14,15,10
OFF-AP-10000240,"Versatile Product Basic",19,21.39,10,10
OFF-AP-10000252,"Versatile Product Basic",15,18.72,10,10
OFF-AP-10000275,"Versatile Product Basic",0,0.00,0,10
OFF-AP-10000326,"Versatile Product Basic",6,157.92,30,10
OFF-AP-10000358,"Versatile Product Basic",53,12.98,10,10
OFF-AP-10000390,"Versatile Product Basic",13,48.78,10,10
OFF-AP-10000576,"Versatile Product Basic",38,39.48,10,10
OFF-AP-10000595,"Versatile Product Basic",12,8.74,0,10
OFF-AP-10000692,"Versatile Product Basic",25,32.43,10,10
OFF-AP-10000696,"Versatile Product Basic",39,5.77,0,10
OFF-AP-10000804,"Versatile Product Basic",24,2.69,0,10
OFF-AP-10000828,"Versatile Product Basic",31,180.98,30,10
OFF-AP-10000891,"Versatile Product Basic",28,52.45,20,10
OFF-AP-10000938,"Versatile Product Basic",31,161.57,30,10
OFF-AP-10001005,"Versatile Product Basic",30,62.92,20,10
OFF-AP-10001058,"Versatile Product Basic",22,447.70,15,10
OFF-AP-10001124,"Versatile Product Basic",10,647.84,15,10
OFF-AP-10001154,"Versatile Product Basic",13,93.78,20,10
OFF-AP-10001205,"Versatile Product Basic",50,43.58,10,10
OFF-AP-10001242,"Versatile Product Basic",26,32.19,10,10
OFF-AP-10001271,"Versatile Product Basic",25,81.57,20,10
OFF-AP-10001293,"Versatile Product Basic",38,32.78,10,10
OFF-AP-10001303,"Versatile Product Basic",0,0.00,0,10
OFF-AP-10001366,"Versatile Product Basic",22,10.98,10,10
OFF-AP-10001391,"Versatile Product Basic",11,270.72,15,10
OFF-AP-10001394,"Versatile Product Basic",16,75.60,20,10
OFF-AP-10001469,"Versatile Product Basic",26,83.42,20,10
OFF-AP-10001492,"Versatile Product Basic",0,0.00,0,10
OFF-AP-10001563,"Versatile Product Basic",34,19.43,10,10
OFF-AP-10001564,"Versatile Product Basic",8,93.03,20,10
OFF-AP-10001626,"Versatile Product Basic",0,0.00,0,10
OFF-AP-10001634,"Versatile Product Basic",10,1.39,0,10
OFF-AP-10001947,"Versatile Product Basic",41,18.32,10,10
OFF-AP-10001962,"Versatile Product Basic",37,8.39,0,10
OFF-AP-10002082,"Versatile Product Basic",17,8.71,0,10
OFF-AP-10002118,"Versatile Product Basic",17,208.16,15,10
OFF-AP-10002191,"Versatile Product Basic",18,23.99,10,10
OFF-AP-10002203,"Versatile Product Basic",3,1.62,0,10
OFF-AP-10002222,"Versatile Product Basic",16,8.67,0,10
OFF-AP-10002287,"Versatile Product Basic",0,0.00,0,10
OFF-AP-10002311,"Versatile Product Basic",0,0.00,0,10
OFF-AP-10002350,"Versatile Product Basic",38,30.14,10,10
OFF-AP-10002403,"Versatile Product Basic",17,26.41,10,10
OFF-AP-10002439,"Versatile Product Basic",19,70.97,20,10
OFF-AP-10002457,"Versatile Product Basic",0,0.00,0,10
OFF-AP-10002472,"Versatile Product Basic",12,103.92,30,10
OFF-AP-10002495,"Versatile Product Basic",0,0.00,0,10
OFF-AP-10002518,"Versatile Product Basic",28,177.98,30,10
OFF-AP-10002534,"Versatile Product Basic",24,58.92,20,10
OFF-AP-10002578,"Versatile Product Basic",0,0.00,0,10
OFF-AP-10002651,"Versatile Product Basic",39,463.25,15,10
OFF-AP-10002670,"Versatile Product Basic",5,69.48,20,10
OFF-AP-10002684,"Versatile Product Basic",0,0.00,0,10
OFF-AP-10002734,"Versatile Product Basic",4,675.12,15,10
OFF-AP-10002765,"Versatile Product Basic",18,26.49,10,10
OFF-AP-10002867,"Versatile Product Basic",18,67.84,20,10
OFF-AP-10002892,"Versatile Product Basic",29,22.98,10,10
OFF-AP-10002906,"Versatile Product Basic",8,0.44,0,10
OFF-AP-10002945,"Versatile Product Basic",47,601.30,15,10
OFF-AP-10002998,"Versatile Product Basic",22,34.66,10,10
